;url;title;platform
82;https://www.liputan6.com/news/read/5803612/komisioner-komisi-informasi-jakarta-beberkan-dampak-turunan-ppn-naik-12;Komisioner Komisi Informasi Jakarta Beberkan Dampak Turunan PPN Naik 12%;liputan6.com
83;https://www.liputan6.com/bisnis/read/5803500/ppn-naik-jadi-12-banyak-masyarakat-belum-tahu;PPN Naik jadi 12%, Banyak Masyarakat Belum Tahu?;liputan6.com
84;https://www.liputan6.com/bisnis/read/5802467/tarif-ppn-2025-naik-jadi-12-indef-beri-catatan;Tarif PPN 2025 Naik Jadi 12%, Indef Beri Catatan;liputan6.com
85;https://www.liputan6.com/bisnis/read/5800834/top-3-tarif-ppn-12-bakal-bikin-pemerintah-bebas-belanja;Top 3: Tarif PPN 12% Bakal Bikin Pemerintah Bebas Belanja;liputan6.com
86;https://www.liputan6.com/bisnis/read/5800182/ppn-naik-jadi-12-mulai-2025-dpr-bilang-begini;PPN Naik Jadi 12% Mulai 2025, DPR Bilang Begini;liputan6.com
87;https://www.liputan6.com/hot/read/5800072/6-cuitan-netizen-keluhkan-ppn-naik-12-persen-mulai-2025-ini-bikin-elus-dada;6 Cuitan Netizen Keluhkan PPN Naik 12 Persen Mulai 2025 Ini Bikin Elus Dada;liputan6.com
88;https://www.liputan6.com/bisnis/read/5800085/ppn-12-bakal-berlaku-pada-2025-ini-tanggapan-pengamat;PPN 12% Bakal Berlaku pada 2025, Ini Tanggapan Pengamat;liputan6.com
89;https://www.liputan6.com/bisnis/read/5799933/tarif-ppn-12-bakal-bikin-pemerintah-bebas-belanja-untuk-pembangunan;Tarif PPN 12% Bakal Bikin Pemerintah Bebas Belanja untuk Pembangunan;liputan6.com
90;https://www.liputan6.com/hot/read/5798985/ppn-naik-12-persen-barang-apa-saja-yang-ikut-naik;PPN Naik 12 Persen, Barang Apa Saja yang Ikut Naik?;liputan6.com
91;https://www.liputan6.com/bisnis/read/5799080/ylki-tolak-ppn-12-pemerintah-kejar-pajak-orang-kaya-bukan-rakyat-kecil;YLKI Tolak PPN 12%: Pemerintah Kejar Pajak Orang Kaya, Bukan Rakyat Kecil;liputan6.com
92;https://www.liputan6.com/tekno/read/5798888/ppn-12-trending-topic-warganet-ramai-ramai-tolak-kenaikan-pajak;PPN 12% Trending Topic, Warganet Ramai-Ramai Tolak Kenaikan Pajak;liputan6.com
93;https://www.liputan6.com/bisnis/read/5797797/ppn-naik-jadi-12-bisa-kurangi-beban-utang;PPN Naik Jadi 12% Bisa Kurangi Beban Utang;liputan6.com
94;https://www.liputan6.com/hot/read/5797403/dampak-kenaikan-ppn-jadi-12-persen-tahun-depan-bagi-pelaku-usaha;Dampak Kenaikan PPN Jadi 12 Persen Tahun Depan bagi Pelaku Usaha;liputan6.com
95;https://www.liputan6.com/hot/read/5797152/6-fakta-ppn-12-tertinggi-di-asean-apa-dampaknya-bagi-masyarakat-indonesia;6 Fakta PPN 12% Tertinggi di ASEAN, Apa Dampaknya bagi Masyarakat Indonesia?;liputan6.com
96;https://www.liputan6.com/bisnis/read/5797234/mengenal-frugal-living-yang-ramai-di-medsos-usai-ppn-12-tetap-berlaku-2025;Mengenal Frugal Living yang Ramai di Medsos Usai PPN 12% Tetap Berlaku 2025;liputan6.com
97;https://www.liputan6.com/bisnis/read/5794830/waspada-ppn-12-mulai-2025-picu-phk-massal;Waspada PPN 12% mulai 2025 Picu PHK Massal;liputan6.com
98;https://www.liputan6.com/bisnis/read/5793228/tarif-ppn-naik-12-siap-siap-ongkos-infrastruktur-membengkak;Tarif PPN Naik 12%, Siap-Siap Ongkos Infrastruktur Membengkak;liputan6.com
99;https://www.liputan6.com/saham/read/5793291/ppn-12-berlaku-pada-2025-saham-saham-ini-bakal-kena-getahnya;PPN 12% Berlaku pada 2025, Saham-Saham Ini Bakal Kena Getahnya;liputan6.com
100;https://www.liputan6.com/bisnis/read/5787733/catat-ppn-12-tetap-berlaku-di-2025;Catat, PPN 12% Tetap Berlaku di 2025;liputan6.com
101;https://www.liputan6.com/bisnis/read/5773435/menko-airlangga-bicara-terkait-kepastian-ppn-12-hingga-subsidi-bbm;Menko Airlangga Bicara Terkait Kepastian PPN 12% hingga Subsidi BBM;liputan6.com
102;https://www.liputan6.com/bisnis/read/5743482/orang-dekat-prabowo-tak-setuju-jika-ppn-naik-jadi-12-di-2025-ini-alasannya;Orang Dekat Prabowo Tak Setuju Jika PPN Naik jadi 12% di 2025, Ini Alasannya;liputan6.com
103;https://www.liputan6.com/bisnis/read/5713046/ppn-naik-jadi-12-bisa-bantu-biayai-program-makan-bergizi-gratis;PPN Naik Jadi 12% Bisa Bantu Biayai Program Makan Bergizi Gratis;liputan6.com
104;https://www.liputan6.com/bisnis/read/5705798/prabowo-belum-tentu-naikkan-ppn-12-tahun-depan-ini-syaratnya;Prabowo Belum Tentu Naikkan PPN 12% Tahun Depan, Ini Syaratnya;liputan6.com
